;Nombre;Nombre 1;Nombre 2;;Nombre;Tesis;Keywords;Resumen;Fecha;Año;Idioma;Citas;Director;;Director;Codirector;Codirector;Grupo de Investigación
29;Pineda Pérez, Cesar Augusto;Pineda-Pérez, Cesar Augusto;Pineda-Pérez, Ce;Pineda-Pérez, Ce.;Pineda-Pérez, Ce.;Integración de toma de decisiones en la red logística;"Planificación de la producción
Administración de materiales
Administración de la producción
Programación heurística";La integración de toma de decisiones en la red logística ha sido abordada ampliamente por relativamente pocos investigadores, los cuales han llegado a un punto equidistante en cuestión de opinión, y es que son muchos los esfuerzos que se realizan para integrar las decisiones entre la producción y los sistemas de distribución bajo el enfoque de cadena de suministro (SCM). El proyecto propone la integración de toma de decisiones en la red logística bajo los siguientes parámetros: identificación del concepto de integración en la cadena de suministro, los tipos de integración, mecanismos de integración, herramientas de integración, estrategias de integración y finalmente los beneficios y las medidas de rendimiento. Se realiza además, un modelo matemático de integración de decisiones a una empresa manufacturera;2013;2013;Español;0;López Bello, César Amilcar;López-Bello, César;Lopez-Bello, Ce.;;;Modelos Matemáticos Aplicados a la Industria MMAI
30;Rodríguez Cifuentes, Nelson Javier;Rodríguez-Cifuentes, Nelson Javier;Rodríguez-Cifuentes, Ne;Rodríguez-Cifuentes, Ne.;Rodríguez-Cifuentes, Ne.;Dinámica industrial para un modelo de gestión de la cadena de abastecimiento basado en reglas difusas  gestión proactiva soportada en la Simulación de Dinámica Industrial Difusa (Fuzzy ID);"Sistemas difusos
Teoría de control
 Planificación de la producción
 Sistemas expertos – Computadores";La gestión integral de la cadena de abastecimiento y la disminución de los factores de riesgo presentes en la gestión de la misma es una de las principales preocupaciones de las empresas en la actualidad. Las preocupaciones surgen debido a las diversas fuentes de incertidumbre y a las complejas interrelaciones existentes entre los eslabones de la cadena de abastecimiento. De esta manera, en este trabajo se identifican los elementos conceptuales necesarios para la compresión de los fenómenos industriales presentados en una cadena de abastecimiento en tanto que se pretende el análisis y diseño de un método con el enfoque dinámico industrial asociado a lógica difusa para la gestión de la cadena de abastecimiento;2013;2013;Español;0;Soriano Méndez, José Jairo;Soriano-Méndez, José;Soriano-Mendez, Jo.; Orjuela Castro, Javier Arturo;Orjuela-Castro, Ja.;LABORATORIO DE AUTOMATICA, E INTELIGENCIA COMPUTACIONAL ( LAMIC)
31; Romero Villalobos, Oswaldo Alberto;Romero-Villalobos, Oswaldo Alberto;Romero-Villalobos, Os;Romero-Villalobos, Os.;Romero-Villalobos, Os.; Diseño de un modelo de controlador flexible para un sistema integrado de transporte que permita superar las deficiencias actuales en captura de datos e intercambio entre sistemas heterogéneos;"Ingeniería de tránsito
Estimación de tráfico vehicular
Flujo de trafico";El trabajo tiene como propósito, realizar el diseño de un sistema de control de tráfico que se adecue a las necesidades actuales de las ciudades, que se eficiente y confiable, que presente grandes fortalezas y ventajas comparativas frente a sistemas utilizados actualmente y que cumpla con la normatividad y estándares internacionales, con el fin de mejorar la calidad de vida de la comunidad. Para lograr este propósito, se realizó un estudio sobre los diferentes tipos de modelo de controladores de tráfico vehicular instalados en la ciudad de Bogotá, municipios aledaños y ciudades intermedias con el fin de comparar las prestaciones y así diseñar un modelo que más se ajuste a las necesidades del proyecto;2013;2013;Español;4;Espitia Cuchango, Helbert Eduardo;Espitia-Cuchango, Helbert;Espitia-Cuchango, He.;;;Internet Inteligente
32;Arévalo Roberto, Gabriel Yesid;Arévalo-Roberto, Gabriel Yesid;Arévalo-Roberto, Ga;Arévalo-Roberto, Ga.;Arévalo-Roberto, Ga.;Propuesta metodológica para incrementar la competitividad de los centros de contacto y solución telefónica de empresas del sector de las telecomunicaciones a través del desarrollo del proceso Workforve Management;"Análisis ocupacional
Servicio al cliente
Medición del trabajo";Este documento brinda una metodología que integra el sentido práctico del día a día de un centro de contacto y solución telefónica con herramientas estadísticas y matemáticas que permiten optimizar el uso de los recursos, incrementar la competitividad de la empresa y finalmente mejorar la experiencia del cliente. Se presenta la metodología propuesta sustentada en una exhaustiva revisión bibliográfica y con base en conocimientos estadísticos (modelos bajo incertidumbre) y matemático (procesos estocásticos y optimización), dos ciencias que contribuyen a explicar el comportamiento de ciertos fenómenos en los cuales la incertidumbre y la necesidad de optimización están presentes. Finalmente se realiza una revisión de los resultados bajo la metodología propuesta y se efectúa una comparación con los resultados obtenidos utilizando otras 3 metodologías;2014;2014;Español;0;Meza Álvarez, Joaquín Javier ;Meza-Alvarez, Joaquin;Meza-Alvarez, Jo.;;;Modelación en Ingeniería de Sistemas (MIS)
33;Balcázar Camacho, Delio Alexander;Balcázar-Camacho, Delio Alexander;Balcázar-Camacho, De;Balcázar-Camacho, De.;Balcázar-Camacho, De.;Metodología para la coordinación de actores en la cadena de abastecimiento de medicamentos de las instituciones prestadoras de servicios de salud del sector oncológico;"Medicamentos dentales
Medicina industrial
Medicina oral
Oncológica
Farmacología";La investigación aborde el tema de la coordinación de actores en la cadena de abastecimiento en el sector de medicamentos en las Instituciones prestado ras de servicios de salud del sector oncológico proponiendo una metodología de tipo estratégico que presenta los elementos para lograr la coordinación de los participantes de la red logística presentando también un modelo matemático que pueda ser usado para la planeación táctica del abastecimiento de la red disminuyendo los costos conjuntos de la cadena. La investigación fue desarrollada en el marco del proyecto de investigación financiado por Colciencias. PROPUESTA METODOLÓGICA PARA LA OEFINICION DE POLíTICAS, REGLAS DE NEGOCIACiÓN Y COORDINACIÓN EN LA GESTiÓN DE ABASTECIMIENTO DE LOS MEDICAMENTOS ONCOLÓGICOS EN COLOMBIA. CÓDIGO 1101- 521-28420. El proyecto fue ejecutado por el grupo de investigación SEPRO de la Universidad Nacional de Colombia en colaboración con el grupo de investigación MMAI de la Universidad Distrito, Francisco José de Caldas;2014;2014;Español;1;López Bello, César Amilcar;López-Bello, César;Lopez-Bello, Ce.;Adarme Jaimes, Wilson;Adame-Jaimes, Wi.;Modelos Matemáticos Aplicados a la Industria MMAI
34;Bustamante Jamid, Mauricio;Bustamante-Jamid, Mauricio;Bustamante-Jamid, Ma;Bustamante-Jamid, Ma.;Bustamante-Jamid, Ma.;Modelo experimental con bloques aleatorios simples y análisis multivariado para el mejoramiento de procesos orgánicos en la agroindustria;"Industrias agropecuarias
Desarrollo económico
Procesos agrícolas
Competitividad";En Colombia se han realizado algunos estudios y diseños experimentales enfocados en procesos agroindustriales, es evidente como se han desaprovechado, las características climáticas al igual que las ventajas que pueden ofrecer diversas especies que obedeciendo a su situación geográfica beneficiarían un desarrollo tanto comercial como social, de tal manera que las pocas alternativas establecidas, sumadas a la carencia de infraestructura adecuada impiden avances a gran escala en este sector económico, entorpeciendo las condiciones de competitividad, necesarias en la actual realidad global. En el mundo, la tendencia hacia la utilización de productos orgánicos está en crecimiento, es así como Colombia: considerado un país agrícola, debe invertir esfuerzos en la investigación y en el desarrollo experimental para la generación de alternativas y diversificación de los procesos agrícolas;2014;2014;Español;0;Meza Alvarez, Joaquin Javier;Meza-Alvarez, Joaquin;Meza-Alvarez, Jo.;;;Modelación en Ingeniería de Sistemas (MIS)
35;Clavijo Buritica, Nicolás;Clavijo-Buritica, Nicolás;Clavijo-Buritica, Ni;Clavijo-Buritica, Ni.;Clavijo-Buritica, Ni.;Configuración de la cadena de producción – distribución de pescado en el norte del Tolima mediante programación matemática;"Piscicultura
Planificación de la producción
Recursos pesqueros";La presente investigación se desarrolla en un contexto productivo asociado a la producción piscícola en el norte del departamento del Tolima, específicamente en el municipio de Lérida. Se abordan asuntos estratégicos de la cadena de producción-distribución de pescado, especialmente a los relacionados a la configuración de la red de suministros de una asociación dedicada a la siembra, engorde, transformación y comercialización de pescado. Esta investigación se aborda desde un enfoque especial de la Gestión de la Cadena de Suministro (SCM). La configuración de la red de producción-distribución de pescado es obtenida para el caso estudio, mediante dos modelos de programación matemática en busca de maximizar los beneficios económicos de la cadena y minimizar los costos totales de la cadena, teniendo en cuenta restricciones de protección del medio ambiente y sus implicaciones en la productividad del sistema;2014;2014;Español;0;López Bello, César Amilcar;López-Bello, César;Lopez-Bello, Ce.;;;Modelos Matemáticos Aplicados a la Industria MMAI
36;Cubaque Zorro, Carlos Efraín;Cubaque-Zorro, Carlos Efraín;Cubaque-Zorro, Ca;Cubaque-Zorro, Ca.;Cubaque-Zorro, Ca.;Análisis del margen de rentabilidad para una empresa del sector de servicios en comunicaciones mediante un sistema de inferencia difuso;"Sistemas de telecomunicación
Estructura de datos (Computadores)
Sistemas contables automatizados
Contabilidad";El análisis financiero a partir de razones es una de las herramientas de más amplio uso para evaluación del desempeño de negocios, eso se debe a que a partir de información completa, confiable y con un análisis que domine la herramienta se pueden obtener resultados de alta calidad a partir de una metodología fácil de entender y con bajos requerimientos computacionales. El presente trabajo a partir del criterio del analista así como de información contable financiera y de tesorería, usada en el cálculo de una de las razones financieras de mayor uso como lo es el margen de rentabilidad y mediante un sistema de inferencia difuso integra el total de la información disponible en un procedimiento unificado de cálculo, con el objetivo de aumentar la precisión en el análisis del desempeño de una empresa;2014;2014;Español;0; Figueroa, Juan Carlos;Figueroa-Juan Carlos;Figueroa-Garcia, Ju.;;;LABORATORIO DE AUTOMATICA, E INTELIGENCIA COMPUTACIONAL ( LAMIC)
37;García Bonilla, Gustavo Adolfo;García-Bonilla, Gustavo Adolfo;García-Bonilla, Gu;García-Bonilla, Gu.;García-Bonilla, Gu.;Clasificación de clientes y evolución de la decisión de deserción a partir de sus valores  caso sector de las telecomunicaciones, servicio de acceso a internet fijo (Banda Ancha) en la ciudad de Bogotá D.C;"Telecomunicaciones
Telecomunicaciones
Análisis de mercadeo
Análisis de regresión";Este documento muestra el caso del sector de las telecomunicaciones en la ciudad de Bogotá y su objetivo de interés son los clientes del servicio de acceso a internet fijo de banda ancha. El trabajo consta de dos partes: la primera trata de una propuesta de clasificación de los clientes basada en sus valores (creencias, prácticas y opiniones sobre distintos temas de interés) usando técnicas de minería de datos. En la segunda parte se evalúa la relación existente entre los valores de los clientes y la decisión económica de estos, cuando se cancela el contrato de prestación del servicio, esto se hace utilizando técnicas estadísticas y de minería de datos;2014;2014;Español;0; Pinzón Rueda, Wilson Alexander;Pinzón-Rueda, Wilson;Pinzón-Rueda, Wi.;;;Armonico
38;Gómez Pinto, Oscar Orlando;Gómez-Pinto, Oscar Orlando;Gómez-Pinto, Os;Gómez-Pinto, Os.;Gómez-Pinto, Os.;Propuesta de un diseño metodológico para la administración estratégica de riesgos en el sector telecomunicaciones;"Telecomunicaciones
Tecnología
Teléfono celular
 Internet
 Desarrollo Económico
Comisión de Regulación de Comunicaciones (CRe)";Desde inicios del presente siglo, se ha incrementado el auge en cuanto al uso de las tecnologías de la información y las telecomunicaciones (TIC’s), las cuales como lo indica la Comisión de Regulación de Comunicaciones (CRe) de nuestro país, son herramientas que favorecen una reducción de las desigualdades sociales ya que dinamizan el crecimiento y desarrollo económico y por ende, mejoran la vida de las personas. En consecuencia, en la Declaración del Milenio, Colombia adquirió el compromiso de promocionar y salvaguardar al máximo el aprovechamiento de los beneficios que trae el uso de las TIC’s r asunto que inicialmente se reflejaría en la cantidad de líneas telefónicas fijas, de suscripciones a teléfonos móviles y de usuarios de internet por cada 100 habitantes;2014;2014;Español;0;Osario Russi, Alfonso;Osario-Russi, Alfonso;Osorio-Russi,Al.;;;Otros
